1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.00177939497716895,0.00188384703196347,0.00170833333333334,0.00166752283105023,0.0215984589041094,0.0658142123287671,0.111858162100457,0.112392123287671,0.0604138127853881,0.0395496575342465,0.0368998287671233,0.0416949200913243,0.0395488013698631,0.0405910388127853,0.0395242579908675,0.0378932648401827,0.0385599315068493,0.0466575342465753,0.0700382420091325,0.0815251141552511,0.0526912100456621,0.0355716324200913,0.0183190639269407,0.00181963470319635
